score,content,location,datetime
5,一定要请导游。,天津市,2023-08-14 08:13:12
4,汉墓地方不大，另含2个小博物馆。逛逛还行，价格略高。,江苏省,2024-01-03 04:15:00
5,值得亲自去,江苏省,2023-11-13 06:56:21
5,徐州市位于江苏省的最北边，自古就是兵家必争之地，地理位置非常重要，有五省通衢之说，徐州市历史悠久，著名的两汉文化遗产丰富。,江苏省,2023-08-11 02:02:07
5,作为暑期汉文化之旅的景点之一，龟山汉墓得到大家一致好评。以山为陵的挖空开凿叹为观止、红外线水平线零误差让我们惊叹不已；点石园与圣旨博物馆的文化激荡与冲击，为我们推开了探索古文化与文明的一扇精彩之窗，所有一切不仅对古代先人的智慧与勤劳肃然起敬。传统文化穿越时间与空间，震撼着现代的我们,江苏省,2023-08-15 04:41:42
5,作为一个土生土长的徐州人，从来没有来过龟山汉墓。离开家乡20多年了，借着暑假的机会带孩子们回来老家，感受一下两汉文化，小姐姐讲得很好，让我和孩子们都对2000多年前的徐州和楚王有了初步的认识和了解。推荐带孩子们的家庭，寓教于乐。,江苏省,2023-07-31 09:21:56
5,去之前，看了一点纪录片，所以游览的时候，还算懂一点点哈哈哈，惊叹古人的技术,广东省,2023-08-27 03:06:38
4,一张票能看三个景点，还是比较值的,江苏省,2024-01-15 13:50:09
5,讲解细致，幽默，谢谢，期待再合作,江苏省,2023-11-25 03:03:30
5,规模宏大视觉震撼了解历史了解汉墓,河北省,2023-10-22 04:15:45
5,学习、体验都是非常不错的选择。,浙江省,2023-10-03 10:33:11
5,很震撼值得一看但很快就看完了,江苏省,2023-08-05 05:19:12
5,值得一看，携程订票很方便,江苏省,2023-10-04 13:05:35
4,历史悠久，文化底蕴深厚,山东省,2023-12-22 09:39:24
5,还是比较震撼的，感受不一样的汉文化，也了解了一些不知道的历史,江苏省,2023-10-23 14:58:33
5,龟山汉墓很震憾，有种盗墓笔记的感觉，里面四通八达的很有意思,江苏省,2023-07-24 14:39:17
4,值得一去！,江苏省,2023-12-29 03:32:11
5,龟山汉墓体现了古代人的匠心巧思，确实值得一观！,江苏省,2023-11-12 10:51:46
5,很值得去的一个地方，学历史看历史,安徽省,2023-12-19 06:54:39
5,有3个景点可以看，整体不错,江苏省,2023-11-19 06:49:40
5,徐州著名景点之一，很著名的汉墓，可以看到很多汉兵马俑和汉代的画像砖,安徽省,2023-09-09 19:18:39
5,讲解非常好！热情周到！,山东省,2023-11-19 02:25:02
5,非常值得一去的景点，两汉文化看徐州的代表！,江苏省,2023-08-27 14:29:32
5,非常有教育意义的景区,黑龙江省,2023-11-01 09:08:45
4,墓道有历史感，值得一看，能感受古人的智慧，但相应展品太少，无法较好的还原历史。,上海市,2023-12-20 07:52:18
5,龟山汉墓规模不是很大，时间充裕可以一看,江苏省,2023-07-24 06:38:16
5,适合带娃了解历史,北京市,2023-11-17 23:26:23
5,很好，汉墓很棒的,江苏省,2023-11-10 06:47:38
5,景点很震撼，难以想象古人的智慧，如何开凿出这么庞大的古墓,江苏省,2023-08-03 01:18:58
5,非常不错的一次旅游体验，作为徐州的旅游名片，值得一去。,江苏省,2023-09-05 09:20:27
5,方便，实惠。,江苏省,2023-10-24 00:20:05
4,一座空墓，给你看下结构，东西都在徐州博物馆；园林还可以；陈列馆不建议去，里面基本都是假的。门票价格不贵，停车也方便，适合周末休闲游！,上海市,2023-10-18 09:29:51
5,两汉文化，看徐州。龟山景区包括的龟山汉墓、点石园石刻艺术馆和圣旨博物馆，都很有看点，很值得去。景区里的绿化也不错，秋高气爽风景怡人。,山东省,2023-10-16 05:28:59
5,徐州主要的景点之一，西汉第六代楚王襄王刘注夫妻合葬墓,江苏省,2023-07-27 12:22:46
5,不错还可以,河南省,2023-12-16 05:07:35
5,景区不大，去的早几乎没人，可以仔细游览。,山西省,2023-09-08 15:19:46
5,汉文化的很好体现，很有代表性，值得一看,浙江省,2023-07-31 04:47:00
5,龟山汉墓发掘出来的时候具有独特魅力,安徽省,2023-08-03 14:45:09
5,徐州两汉文化的地标性建筑之一了。,江苏省,2023-08-04 06:19:34
4,掏空了山体建的陵墓，不过除了墓室就没什么东西了，大概20分钟就能体验完,上海市,2023-10-30 02:49:29
5,历史文化厚重的景点，值得推荐！,江苏省,2023-09-05 15:48:15
4,门票包含三个景点，其中龟王汉墓值得一游，其他两个馆只是附带，随便看看,浙江省,2023-11-06 11:08:08
5,值得一到有歷史地點感覺不錯,湖南省,2023-07-30 00:22:27
3,内容有点单薄,河北省,2024-02-14 05:56:14
5,一个特殊的汉墓，既是夫妻和葬墓，又相互独立，感觉是徐州汉墓群中唯一，同一方向双墓道的大墓，但在墓室内部呢又相通，不知在今天人们的眼中，会不会感觉俩位墓主的灵魂也不是相距那么遥远。在进入墓道口，看到那比直深远的墓道，在激光测绘指标指示下，竞然是那么比直光滑，毫无瑕疵的拼接，是那么的完美，再看到墓室顶部那千万锤的痕迹，太震撼了。华夏神迹还需亲步丈量。图片上是巨大的甬道塞石、墓室顶部开琢痕、深深甬道。,江苏省,2023-07-11 14:40:45
5,比较低调的景点，是小学课本的内容，值得去，景区服务不错，三个景点连在一起。,北京市,2023-10-10 07:29:01
5,非常值，亲身见证2100多年前工匠仅用钉锤的杰出创造，感受中国汉朝的文化。,安徽省,2023-09-01 13:29:56
5,值得一去的，古人的智慧高啊高。就是票价有点贵。包含三个景点，都值得去看看,江苏省,2023-10-04 14:34:18
5,游客多并没有影响出行心情，还特意在携程提前定了讲解，全程非常棒。,江苏省,2023-08-13 11:32:54
5,学习游玩的内容比较多，奇石馆虽然杂，但好东西多，圣旨馆也很好看！,上海市,2023-08-03 05:05:12
5,龟山汉墓离市区比较远，骑小黄车36分钟到达，也可以坐公交车，大约一个小时到，值得一去，非常有看头，能下到墓里，感叹古人建造水平的鬼斧神工，几乎掏空了整个山体，古人是如何知道山体的构造和结构，能够顺利开凿，真乃千古之谜，携程提前一天购票72元，还包含点石园和圣旨博物馆门票，点石园小而精致，有江南园林风格，圣旨博物馆藏品很丰富，开了眼界！,江苏省,2023-04-09 11:14:12
5,龟山汉墓景区包含有汉墓、点石园和圣旨博物馆。2000年前的汉墓没想到这么壮观！几乎挖空了一座山，步入长长的通道，卧室、客厅、兵器库、车马库、厨房，甚至还有厕所，一应俱全，墓道万分之一的误差，更是显示了汉朝高超的技术，叹为观止！点石园是一私人博物馆，有各个时代的石刻、牌匾和一些物件。整个园区布置的非常有特色，可以说是步步惊喜！有江南水乡的盛景，也有穿越时空的感觉，那些散落在各处的石刻，诉说着一段段往事园区并不大，但竟然在里面游览了3个小时，仍然意犹未尽。里面的文创店也很不错，有龟形印章、瓷器、香囊还有老板字画制作的扇子等，价廉物美，很具文化和艺术特色，走过很多文创店，这里值得称赞！圣旨博物馆和点石园是同一个老板。一层有青铜器、陶器、玉器、服装、字画等文物展，数量并不多，和徐州博物馆没法比，但具自己的特色，就是特别接地气，展示的是老百姓的生活。步入台阶是圣旨展示区，首先映入眼帘的是防故宫内皇帝的座椅和大殿。可以租服装做在龙椅上面拍照。听讲解了解到很多知识，比如圣旨如何防伪，如何宣读，奉天承运这几个字的位置，圣旨的材质里面还有为打小抄使用的作弊文物，是个既长知识又有趣味性的博物馆。,北京市,2023-04-03 02:07:16
4,这个龟山草木非常值得一看，这是中国保留比较完整的汉墓,北京市,2023-09-14 02:37:05
4,龟山汉墓特别有特色。环境很优美。,安徽省,2023-08-22 04:58:30
5,龟山汉墓位于江苏省徐州市鼓楼区襄王路龟山西麓，面积700多平方米，为西汉第六代楚王襄王刘注的夫妻合葬墓园。墓地为横穴崖洞式，人工开凿，为世界上打凿精度最高的墓道。出土文物冇刘注龟钮铜印。墓区留下了许多之谜，等待后人研究解惑。现为国家4a级景区。,江苏省,2022-02-17 00:25:58
5,百度提示是37路车到，下公交车就是汉墓门口，如果要进汉墓，点石园，圣旨博物馆需要购买门票，门票80块，汉墓进去建议是请个导游60元，要不然自己对历史不了解看不懂，我一个人去的时候正好碰见几个人请的导游，我就跟着后面，了解到这个墓的历史，楚王刘注夫妇墓，不过之前已经被人盗过，有些文物是盗走了，从门口进去之后看了墓的大地图然后下去就是墓主立的石碑，古人也怕后人盗墓，碑上说是这墓里面没有什么贵重物品，然后甬道也是非常精准，不知古人没有工具是做到这么精准的，里面的岩石也是非常坚硬，墓都是按主人生前的住所建造，有厨房，厕所，武器库，车马库，会客厅等，进去之后才会感到古人的厉害及很多迷，里面的排水也做的好，进墓之后我觉得拍照不好就光拍的外面，总之跟着导游进去看了解的很好，然后点石园和博物馆是包含在门票里面，逛完就围绕龟山逛了一圈，喜欢历史的可以去看看！,江苏省,2017-03-21 09:24:06
5,对于古文化了解不错的窗口，你值得一游。如果想看汉墓，那一定要来徐州。徐州共有3个有名的汉墓听讲解员说的，一个是狮子山楚王陵、一个就是龟山汉墓、另一个忘了，在网上也找不到。但非常遗憾的是这三个陵墓都被盗过。位置该景点在襄王北路3号。交通不太方便吧，好像只有37w路经过，如果是游客最好提前和司机说好在这里停车，因为这里好像是郊区，没有站牌。下车后也要记住上车的位置，回来时马路对面也没有站牌哦，注意看哪里站了一群人，就在哪里等，这就是回程的上车地点。下车的地点就在龟山汉墓门口，下车就能看到；回程时公交站大概在汉墓正门的斜对面。门票72元，有点贵。景区内主要是看墓道、墓室，也就是墓的结构，墓内没有什么文物了，因为被盗过，当然即便有大量文物也不可能在墓里放着展品都在展厅内，但不数量不是很多。关键还是看墓的结构，墓道很长，有些许渗水一般墓室都这样，目前看到的，好像只有河北省的满城汉墓不渗水，参观的游客很少，当时真怕墓塌了，或者把我关里面。墓内没有什么雕刻，基本就是土挖的。景区内还有个圣旨博物馆，在进入景区后的左手侧，门票含在汉墓的门票内了，无需另购。这里有圣旨，也有考试夹带的展品，展厅呈l型，展品的数量和内容还是挺丰富的，这个展厅只有一层哦。参观时间整个龟山汉墓的景区参观时间约在2个半小时左右。其中汉墓的参观时间约为1小时，其余时间主要是用来看圣旨博物馆里的展板和文物。,江苏省,2017-01-10 12:39:54
4,了解汉代历史的好地方，体会汉朝的历史。,浙江省,2023-08-31 15:23:28
5,进厅就下大墓啊，震撼，只恨自己没文化,江苏省,2023-08-19 06:57:49
5,十一期间去的，人太多，没怎么仔细看,安徽省,2023-10-05 16:00:03
5,值得一去没有租讲解就自己稍微看了看,江苏省,2023-08-15 02:38:26
4,当地比较小众的景点，但是值得一逛,江苏省,2023-09-13 13:12:58
4,特别有历史意义，值得推荐给大家。,江苏省,2023-08-26 23:03:01
4,汉代的古墓，没啥好玩的，没意义！,江苏省,2023-08-24 00:36:49
5,龟山汉墓很值得去，李鹏总理题字龟山汉墓，天下一绝。不到龟山汉墓，不算到徐州，墓葬建造之精细，工程之浩大，让人叹为观止，景区门票包括点石园和圣旨博物馆，开车的朋友有方便的停车场，车位是足够的,江苏省,2023-05-13 08:33:24
5,不错的购物体验不错的购物体验,山东省,2023-10-02 09:19:18
5,龟山汉墓很值得去，讲解很专业,江苏省,2023-10-02 08:40:41
5,真是值得一去的地方，非常震撼,天津市,2023-08-23 02:04:04
5,景区不错，历史文化底蕴深厚。,江苏省,2023-08-14 14:53:12
5,非常棒的景区，讲解员也非常棒,贵州省,2023-07-31 15:39:01
5,整体感觉不错，有点震撼。,天津市,2023-10-05 04:07:41
5,值得一去，对历史感兴趣的,江苏省,2023-10-05 01:38:22
5,有三个大的景点可以参观，路线可以选择龟山汉墓点石园圣旨博物馆。龟山汉墓还是很震撼的，值得一看；圣旨博物馆主要展陈了明清两代一些圣旨真品、古代科举的一些试卷等。整体游玩可在2个小时,江苏省,2023-06-06 14:32:22
5,景区很不错，值得一去,新疆维吾尔自治区,2023-10-18 01:16:51
5,孩子一直想去的地方,江苏省,2023-10-01 08:57:33
5,很不错哦，适合打卡,江苏省,2023-08-14 12:40:39
5,历史文化，值得推荐,江苏省,2023-08-08 02:48:17
5,带孩子去增长见识,山东省,2023-10-16 15:06:02
5,真不错，文化教育,山东省,2023-09-19 18:22:13
5,非常好，不虚此行,江苏省,2023-08-19 08:51:19
5,讲解很细致，好评,江苏省,2023-08-14 03:09:05
5,业务能力超级强,江苏省,2023-08-12 03:30:30
5,很不错我很满意,江苏省,2023-07-30 12:39:18
5,很好很好很好,北京市,2023-10-08 09:28:50
5,很好很好很好,北京市,2023-10-08 09:28:39
5,还不错的景点,江苏省,2023-09-30 14:33:36
5,还不错的景点,江苏省,2023-09-30 14:33:21
5,非常值得一去,山东省,2023-08-28 07:24:41
5,很有研究价值,河北省,2023-08-27 10:30:53
5,很不错的讲解,江苏省,2023-07-30 12:38:59
5,汉墓本身很有意思，值得看一看。里面的讲解员都用的扩音器，所以其实可以蹭到讲解的。不过人多的话各种声音混在一起也挺难听清楚的。打包的另两个景点点石园和圣旨博物馆就比较一般了。,江苏省,2023-06-10 03:41:02
5,不错的地方,安徽省,2023-10-09 04:00:04
5,感觉还不错,安徽省,2023-10-06 12:52:24
5,值得一去的,江苏省,2023-09-04 02:47:35
5,赞赞赞赞赞,天津市,2023-08-17 01:37:13
5,合作愉快。,江苏省,2023-08-03 08:46:20
5,龟山汉墓，是徐州龟山景区的主要景点之一，位于江苏徐州市鼓楼区龟山西麓，为西汉第六代楚王襄王刘注的夫妻合葬墓，龟山汉墓有许多不解之谜，因此被称为东方金字塔，龟山汉墓是徐州汉墓中唯一确定了主人的墓葬。,重庆市,2022-05-21 13:24:36
5,非常震撼！值得一去位置不在市中心，但打车什么的非常方便，很好，位置好找，景区内还有点石园，圣旨博物馆，里面有很多有文化价值的东西,江苏省,2023-02-26 15:24:00
4,停车有序且很方便，随便逛一逛很舒服，走路也不累，很棒的景点。,江苏省,2023-10-02 00:48:07
5,整个汉墓雕凿细致入微，气势雄伟，既有着汉王朝的雄浑厚重，又有着楚文化的浪漫恣肆，是汉朝工匠们智慧与心血的结晶，也是楚汉文化融合的产物。,山东省,2017-06-04 21:28:53
5,墓道很深，两边对称，建造的很有技术，被盗可惜了。楚王影子很神奇。汉代诸侯王确实很流行开山为墓。套票里还有边上两个小园，也可一看。,北京市,2023-05-06 08:28:48
5,非常震撼，最直接的方式能看到，能摸到的二千年前的人工开凿的墓穴，物有所值，另外两个就是走马观花，个人认为圣旨博物馆还是挺长知识,山西省,2023-02-03 06:38:20
4,龟山汉墓为西汉第六代楚王刘注的夫妻合葬墓。墓葬东西长83米，南北最宽处达33米，总面积达700余平方米，几乎将整个山体掏空。主打的就是一个震撼，山体一体成型，聊了一路当时到底是怎么打通山体的。旁边有圣旨博物馆和点石园也很有意思，点石园的小狮子像两个傻傻的表情包,江苏省,2023-05-05 10:57:56
4,龟山汉墓离市区有点距离，可以搭车过去。取票很方便，进去之后先是简介，然后下楼看墓，甬道里有一道激光，能看出两千年前的古人已经技艺高超到可以把墓造得如此笔直。门票里还包含了点石园，有很多石刻石雕；以及圣旨博物馆，可以看看以前的圣旨长什么样。另外龟山还是个很大的公园，时间有限就没有都走完。,上海市,2023-01-30 10:24:06
4,龟山汉墓相比其他景区只有37路公交车可以到，比较偏吧。不过整个景区还不错。第一次看整体的墓还是比较有意思的。80的门票包括龟山汉墓，点石园和圣旨博物馆。我唯一要吐槽是导游比较水，感觉讲的内容太少不满足我的胃口。可能都是终点内容吧，不过要是每个都说就好了，我是全程蹭导游的，大概也就逛了不到两个小时。比在景区还算是一个公开的公园，能上山看看湖之类的，早上去的早8.30开放，有不少本地人在晨练之类的。总之龟山汉墓还是比较推荐的。,安徽省,2017-04-23 10:34:22
4,国庆出游，总体人太多，体验感不是很好,安徽省,2023-10-05 03:50:41
4,适合去看看，但不能报太大期望，有点小,江苏省,2023-08-05 05:30:20
5,强烈推荐，我们是雨天参观，有幸看到了汉墓的排水系统工作原理。笔直的墓道叹为观止，侍死如生的中华墓葬传统体现的淋漓尽致，值得一观。,上海市,2023-06-04 01:27:23
4,除了国庆人太多别的都还不错,安徽省,2023-10-03 12:51:57
4,门票太贵，性价比不高。,江苏省,2023-10-09 07:54:36
4,很真实的汉墓，进去还有山中的水渗到地面上。甬道长50多米，体现了汉代的凿刻技术，还有一些不清楚怎么制作成的建筑，例如擎天柱，最好请个解说讲一讲会更有感知。圣旨博物馆的周边环境很有苏州园林风格，池水围绕着博物馆，有地上和地下两层，地上是圣旨和明满历史服饰，地下是西汉等远古时期一些陶瓷文化的展示。,江苏省,2022-08-27 03:13:17
4,挺好的，逛全3小时,浙江省,2023-07-27 22:21:40
4,值得逛一逛,江苏省,2023-10-06 12:28:03
